date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:41:35	394/394	---M--	200	added ('OK')	text/html	etag:%220-18a-645bed67%22	http://10.151.34.32:89/LLDS_July_2021/Picture/BH17T_11.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/BH17T_11.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:35	394/394	---M--	200	added ('OK')	text/html	etag:%220-18a-645bed68%22	http://10.151.34.32:89/LLDS_July_2021/Picture/BH18T_13.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/BH18T_13.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:35	394/394	---M--	200	added ('OK')	text/html	etag:%220-18a-645bed68%22	http://10.151.34.32:89/LLDS_July_2021/Picture/BH19B_21.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/BH19B_21.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:35	394/394	---M--	200	added ('OK')	text/html	etag:%220-18a-645bed69%22	http://10.151.34.32:89/LLDS_July_2021/Picture/BH19T_14.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/BH19T_14.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:36	396/396	---M--	200	added ('OK')	text/html	etag:%220-18c-645bed5c%22	http://10.151.34.32:89/LLDS_July_2021/Picture/KIE_01R_16.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/KIE_01R_16.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:36	395/395	---M--	200	added ('OK')	text/html	etag:%220-18b-645bed5c%22	http://10.151.34.32:89/LLDS_July_2021/Picture/KIE_02_17.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/KIE_02_17.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:36	395/395	---M--	200	added ('OK')	text/html	etag:%220-18b-645bed69%22	http://10.151.34.32:89/LLDS_July_2021/Picture/KIE_03_18.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/KIE_03_18.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:36	755/755	---M--	200	added ('OK')	text/html	etag:%220-2f3-644fd317%22	http://10.151.34.32:89/LLDS_July_2021/Picture/TS_03_Menu_22.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/TS_03_Menu_22.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:37	755/755	---M--	200	added ('OK')	text/html	etag:%220-2f3-644fd317%22	http://10.151.34.32:89/LLDS_July_2021/Picture/TS_01_Menu_23.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/TS_01_Menu_23.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:37	406/406	---M--	200	added ('OK')	text/html	etag:%220-196-645bed6c%22	http://10.151.34.32:89/LLDS_July_2021/Picture/Tilt_Logger_Plots_42.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/Tilt_Logger_Plots_42.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:37	401/401	---M--	200	added ('OK')	text/html	etag:%220-191-645bed65%22	http://10.151.34.32:89/LLDS_July_2021/Picture/VW_19__VW_20_43.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/VW_19__VW_20_43.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:37	401/401	---M--	200	added ('OK')	text/html	etag:%220-191-645bed79%22	http://10.151.34.32:89/LLDS_July_2021/Picture/VW_21__VW_22_44.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/VW_21__VW_22_44.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:38	764/764	---M--	200	added ('OK')	text/html	etag:%220-2fc-644fd31d%22	http://10.151.34.32:89/LLDS_July_2021/Picture/TS_02_Plots_45.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/TS_02_Plots_45.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:38	764/764	---M--	200	added ('OK')	text/html	etag:%220-2fc-644fd31d%22	http://10.151.34.32:89/LLDS_July_2021/Picture/TS_04_Plots_46.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/TS_04_Plots_46.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:38	394/394	---M--	200	added ('OK')	text/html	etag:%220-18a-645bed55%22	http://10.151.34.32:89/LLDS_July_2021/Picture/VW_15_49.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/VW_15_49.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
15:41:38	394/394	---M--	200	added ('OK')	text/html	etag:%220-18a-645bed55%22	http://10.151.34.32:89/LLDS_July_2021/Picture/VW_16_50.html	C:/Users/Samuel.Kiezebrink/Documents/GitHub/GeoViewer/10.151.34.32_89/LLDS_July_2021/Picture/VW_16_50.html	(from http://10.151.34.32:89/LLDS_July_2021/Picture/Main_Page_0.html)
